Mohafaza PCODE,Mohafaza,Mantika PCODE,Mantika,Nahya PCODE,Nahya,Community PCODE,Community,Neighborhood PCODE,Neighborhood,Lat,Long,RETURNEES Y/N,RETURNEES HH,RETURNEES IND,RETURNEES in RENTED Acco Y/N,RETURNEES in RENTED Acco HH,RETURNEES in RENTED Acco IND,RETURNEES with HOST Y/N,RETURNEES with HOST HH,RETURNEES with HOST IND,RETURNEES in ABANDONED build Y/N,RETURNEES in ABANDONED build HH,RETURNEES in ABANDONED build IND,RETURNEES in FORMAL COLLECTIVE Shelters Y/N,RETURNEES in FORMAL COLLECTIVE Shelters HH,RETURNEES in FORMAL COLLECTIVE Shelters IND,RETURNEES in INFORMAL COLLECTIVE Shelters Y/N,RETURNEES in INFORMAL COLLECTIVE Shelters HH,RETURNEES in INFORMAL COLLECTIVE Shelters IND,RETURNEES in ORGANIZED CAMPS Y/N,RETURNEES in ORGANIZED CAMPS HH,RETURNEES in ORGANIZED CAMPS IND,RETURNEES in SELF SETTLED CAMPS Y/N,RETURNEES in SELF SETTLED CAMPS HH,RETURNEES in SELF SETTLED CAMPS IND,RETURNEES in OWN HOUSE Y/N,RETURNEES in OWN HOUSE HH,RETURNEES in OWN HOUSE IND,RETURNEES Year,RETURNEES from Country,RETURNEES from Mohafaza PCODE,RETURNEES from Mohafaza,RETURNEES from Mantika PCODE,RETURNEES from Mantika,RETURNEES from Nahya PCODE,RETURNEES from Nahya,RETURNEES from Place
SY11,Ar-Raqqa,SY1102,Tell Abiad,SY110201,Suluk,C5871,Makef,,,36.5069585,39.43137635,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0204,A'zaz,SY020404,Nabul,C1645,Big Zawraq,,,36.33963798,36.95397765,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0502,As-Suqaylabiyah,SY050202,Ziyara,C3152,Ein Elhamam,,,35.63969021,36.26170145,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0503,As-Salamiyeh,SY050303,Saboura,C3298,Jeb Zreiq,,,35.26331323,37.21933826,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020000,Jebel Saman,C1007,Aleppo,N0153,University of Aleppo,36.21015612,37.1192899,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050101,Suran,C3034,Lahaya,,,35.33456725,36.68302471,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY08,Al-Hasakeh,SY0800,Al-Hasakeh,SY080000,Al-Hasakeh,C4360,Al-Hasakeh,N0400,Industrial,36.47455971,40.76039244,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050103,Hamra,C3075,Zegbeh,,,35.38005711,36.95994557,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0502,As-Suqaylabiyah,SY050202,Ziyara,C3153,Sefsaf,,,35.69166152,36.27310989,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0502,As-Suqaylabiyah,SY050202,Ziyara,C3163,Barakeh,,,35.67444876,36.2711369,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0502,As-Suqaylabiyah,SY050202,Ziyara,C3165,Bahsa,,,35.67993477,36.27623242,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0503,As-Salamiyeh,SY050303,Saboura,C6543,Qelib Al-Thawr,,,35.09495953,37.3026395,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY03,Rural Damascus,SY0302,Duma,SY030202,Sabe Byar,C6675,Hadalat,,,32.85800332,37.81767897,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0704,Jisr-Ash-Shugur,SY070400,Jisr-Ash-Shugur,C4207,Alyeh,,,35.79736712,36.26460538,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0204,A'zaz,SY020400,A'zaz,C6669,Bab Alsalameh,,,36.63202363,37.08432413,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY03,Rural Damascus,SY0302,Duma,SY030202,Sabe Byar,C6674,Rukban,,,33.31599559,38.66662996,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY03,Rural Damascus,SY0302,Duma,SY030202,Sabe Byar,C2345,Sabe Byar,,,33.78007454,37.6880863,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1003,Safita,SY100304,Sisniyyeh,C5539,Jeb Elamlas,,,34.74728176,36.14647303,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0700,Idleb,SY070000,Idleb,C6689,,,,35.957939,36.538237,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0704,Jisr-Ash-Shugur,SY070403,Janudiyeh,C4264,Tiba - Katrin,,,35.91414405,36.25719492,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0704,Jisr-Ash-Shugur,SY070403,Janudiyeh,C4262,Nasra,,,35.96062743,36.25914246,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0704,Jisr-Ash-Shugur,SY070402,Darkosh,C4241,Jamiliya,,,35.98020993,36.33687558,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050103,Hamra,C6558,Qbebat,,,35.3813061,37.29702842,Yes,9,40,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,9,40,2018,Syria,SY07,Idleb,SY0700,Idleb,SY070003,Saraqab,�������
SY02,Aleppo,SY0207,As-Safira,SY020701,Khanaser,C2174,Zabad,,,35.81908349,37.69849696,Yes,13,60,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,13,60,2018,Syria,SY02,Aleppo,SY0205,Menbij,SY020503,Maskana,0
SY07,Idleb,SY0702,Al Ma'ra,SY070200,Ma'arrat An Nu'man,C3979,Kweires,,,35.74258196,36.89870387,Yes,54,242,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,54,242,2018,Syria,SY07,Idleb,SY0705,Ariha,SY070501,Ehsem,����
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4003,Borj,,,35.57843162,36.85117482,Yes,112,506,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,112,506,2018,Syria,SY07,Idleb,SY0704,Jisr-Ash-Shugur,SY070402,Darkosh,�������
SY07,Idleb,SY0702,Al Ma'ra,SY070200,Ma'arrat An Nu'man,C3960,Hazzan,,,35.73092115,36.89246443,Yes,112,506,No,0,0,Yes,39,176,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,73,330,2018,Syria,SY07,Idleb,SY0704,Jisr-Ash-Shugur,SY070400,Jisr-Ash-Shugur,��� ������
SY07,Idleb,SY0702,Al Ma'ra,SY070200,Ma'arrat An Nu'man,C6597,Western-Nuhiyeh,,,35.6854644,36.86154761,Yes,120,540,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,120,540,2018,Syria,SY07,Idleb,SY0702,Al Ma'ra,SY070203,Kafr Nobol,��� ���
SY07,Idleb,SY0702,Al Ma'ra,SY070200,Ma'arrat An Nu'man,C3982,Qaratli,,,35.58326626,36.78939974,Yes,225,1012,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,225,1012,2018,Syria,SY07,Idleb,SY0700,Idleb,SY070000,Idleb,����
SY07,Idleb,SY0702,Al Ma'ra,SY070200,Ma'arrat An Nu'man,C3975,Barsa,,,35.68696612,36.88013845,Yes,264,1187,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,264,1187,2018,Syria,SY07,Idleb,SY0703,Harim,SY070300,Harim,����
SY07,Idleb,SY0702,Al Ma'ra,SY070200,Ma'arrat An Nu'man,C3972,Sarman,,,35.60728896,36.85257057,Yes,391,1760,No,0,0,Yes,78,352,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,313,1408,2018,Syria,SY07,Idleb,SY0703,Harim,SY070301,Dana,������
SY07,Idleb,SY0702,Al Ma'ra,SY070200,Ma'arrat An Nu'man,C3966,Halbeh,,,35.5688353,36.78273581,Yes,636,2860,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,636,2860,2018,Syria,SY07,Idleb,SY0702,Al Ma'ra,SY070200,Ma'arrat An Nu'man,���� �������
SY05,Hama,SY0503,As-Salamiyeh,SY050301,Eastern Bari,C3259,Khreijeh,,,34.98030997,37.31532953,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050103,Hamra,C6575,Dabieyeh,,,35.37582208,37.10302272,Yes,5,24,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,5,24,2018,Syria,SY05,Hama,SY0501,Hama,SY050100,Hama,������
SY05,Hama,SY0501,Hama,SY050103,Hamra,C6345,Hleibiyeh,,,35.53519508,37.29731486,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020002,Tall Ed-daman,C1101,Nuwara,,,35.71276602,37.36346289,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0203,Afrin,SY020300,Afrin,C1364,Khaldiyet Afrin,,,36.50575578,36.924348,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4028,Dreibiyeh,,,35.5052717,36.9403816,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4048,Mreijeb Elmashad,,,35.47940566,37.03450195,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020002,Tall Ed-daman,C1099,Hamidiyeh,,,35.96160885,37.10532146,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4032,Khwein Elshaer,,,35.6969231,36.92759666,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4033,Brennan,,,35.67831874,36.92170879,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY08,Al-Hasakeh,SY0802,Quamishli,SY080201,Tal Hmis,C6474,Qadaah,,,36.59679365,41.79820439,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4017,Abu Sharji,,,35.58472016,36.88406079,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4001,Tal Dam,,,35.5725058,36.89443834,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050103,Hamra,C6567,Hawayes Um Hadeeb,,,35.40295077,37.12670408,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0503,As-Salamiyeh,SY050302,As-Saan,C6535,Shkteer,,,35.36299205,37.39486921,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0503,As-Salamiyeh,SY050303,Saboura,C6538,Raie,,,35.19792177,37.25664881,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050103,Hamra,C6552,Akla,,,35.46848742,37.1569576,Yes,4,18,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,4,18,2018,Syria,SY05,Hama,SY0501,Hama,SY050100,Hama,����
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4000,Tellemara,,,35.5081022,37.05954954,Yes,33,148,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,33,148,2018,Syria,SY07,Idleb,SY0705,Ariha,SY070500,Ariha,����
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4043,Nibaz,,,35.52824178,37.07146713,Yes,39,176,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,39,176,2018,Syria,SY07,Idleb,SY0705,Ariha,SY070500,Ariha,����
SY05,Hama,SY0501,Hama,SY050103,Hamra,C6550,Masaada,,,35.5149372,37.2049359,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0207,As-Safira,SY020701,Khanaser,C2168,Raheb,,,35.85136698,37.5518523,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0207,As-Safira,SY020700,As-Safira,C2156,Zanyan,,,35.98608015,37.4068978,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020002,Tall Ed-daman,C1087,Um Graf,,,35.73807028,37.31039418,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020002,Tall Ed-daman,C1043,Aabad,,,35.77334405,37.28594343,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0207,As-Safira,SY020703,Hajeb,C2194,Lower Jeb Antash,,,35.89457796,37.47727104,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0700,Idleb,SY070001,Abul Thohur,C6623,Sukariyeh,,,35.76917189,36.99357912,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050103,Hamra,C6560,Rasm Tineh,,,35.41386012,37.25538499,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0204,A'zaz,SY020403,Mare',C1634,Hosniyeh - Hsajek,,,36.39513876,37.24558275,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0204,A'zaz,SY020403,Mare',C1635,Tal Madeeq,,,36.41598185,37.29057831,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0204,A'zaz,SY020404,Nabul,C1648,Burj Elqas,,,36.36691187,36.94017086,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY12,Dar'a,SY1200,Dar'a,SY120003,Ash-Shajara,C6020,Abu Hartein,,,32.8572553,35.89019775,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050103,Hamra,C6571,Abu Mahala,,,35.47292562,37.30821535,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050103,Hamra,C6573,Rasm Hamam,,,35.41289313,37.15774749,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050103,Hamra,C6577,Tal Mhser,,,35.34276282,37.09599279,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0503,As-Salamiyeh,SY050301,Eastern Bari,C3266,Hardana,,,35.00003203,37.27194412,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050101,Suran,C3024,Zor Abu Zeid,,,35.24067786,36.6568118,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050103,Hamra,C6568,Humi,,,35.51973648,37.30834581,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050103,Hamra,C6581,Hawwa,,,35.50485045,37.20327089,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0204,A'zaz,SY020403,Mare',C1644,Wahshiyeh,,,36.37853909,37.21782231,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050103,Hamra,C6564,Muwaileh Abu Dahab,,,35.36160578,37.1425243,Yes,7,30,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,7,30,2018,Syria,SY05,Hama,SY0501,Hama,SY050100,Hama,�������
SY11,Ar-Raqqa,SY1102,Tell Abiad,SY110202,Ein Issa,C6502,Mustriha,,,36.38567733,38.6816173,Yes,7,32,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,7,32,2018,Syria,SY11,Ar-Raqqa,SY1101,Ar-Raqqa,SY110100,Ar-Raqqa,0
SY02,Aleppo,SY0200,Jebel Saman,SY020002,Tall Ed-daman,C1058,Tall Ed-Daman,,,35.80754609,37.2536024,Yes,12,55,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,12,55,2018,Syria,SY02,Aleppo,SY0200,Jebel Saman,SY020000,Jebel Saman,0
SY05,Hama,SY0501,Hama,SY050103,Hamra,C6553,Southern Jadoiyeh,,,35.53877148,37.22897585,Yes,13,60,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,13,60,2018,Syria,SY02,Aleppo,SY0200,Jebel Saman,SY020001,Atareb,�����
SY07,Idleb,SY0700,Idleb,SY070001,Abul Thohur,C3894,Mustariha,,,35.79680726,37.12629329,Yes,15,66,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,15,66,2018,Syria,SY02,Aleppo,SY0200,Jebel Saman,SY020003,Haritan,����� �������
SY02,Aleppo,SY0207,As-Safira,SY020701,Khanaser,C2165,Jeb Qassem,,,35.81125321,37.45664974,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050103,Hamra,C6557,Masloukha,,,35.54039037,37.315877,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020002,Tall Ed-daman,C6328,Gharirifeh,,,35.83467632,37.25192113,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0203,Afrin,SY020306,Ma'btali,C6400,Mazraet Shlu,,,36.5654262,36.69944207,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4002,Halban,,,35.71357712,36.94829627,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070204,Tamanaah,C4096,Qleiat Eltubiyeh,,,35.46554677,36.97204816,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0503,As-Salamiyeh,SY050304,Oqeirbat,C6537,Jeb Raiyan,,,34.97956249,37.50422593,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0503,As-Salamiyeh,SY050304,Oqeirbat,C3328,Tabara Elhamra,,,35.01245145,37.61478334,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY08,Al-Hasakeh,SY0800,Al-Hasakeh,SY080004,Be'r Al-Hulo Al-Wardeyyeh,C6450,Twaim,,,36.74324356,41.11902544,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050103,Hamra,C6582,Buwayda,,,35.47730595,37.20273386,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050103,Hamra,C3090,Hawayes Un Jern,,,35.42701194,37.12468402,Yes,11,48,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,11,48,2018,Syria,SY07,Idleb,SY0700,Idleb,SY070003,Saraqab,�����
SY07,Idleb,SY0702,Al Ma'ra,SY070200,Ma'arrat An Nu'man,C3971,Tal Kersyan,,,35.71324498,36.89299737,Yes,171,770,No,0,0,Yes,10,44,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,161,726,2018,Syria,SY07,Idleb,SY0702,Al Ma'ra,SY070201,Khan Shaykun,��� �����
SY02,Aleppo,SY0200,Jebel Saman,SY020002,Tall Ed-daman,C1070,Tal Sabha,,,35.70074177,37.31853479,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0402,Al-Qusayr,SY040200,Al Quasir,C2712,Abu Juri,,,34.49456459,36.51963857,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0406,Al Makhrim,SY040601,Jeb Ej-Jarrah,C2935,Eliyet Elalyan - Eliyet Elomyan,,,34.81378218,37.57625003,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4006,Ojeh,,,35.63474255,37.02144152,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0207,As-Safira,SY020703,Hajeb,C2197,Suyan,,,35.8834611,37.433734,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0700,Idleb,SY070001,Abul Thohur,C3885,Tweim,,,35.8050036,37.04057521,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4040,Little Karatin,,,35.65668691,36.98103218,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050103,Hamra,C3098,Abu Ajwa,,,35.36794536,37.20065921,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050103,Hamra,C6559,Qalet Hawayes,,,35.43935592,37.14804765,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0503,As-Salamiyeh,SY050304,Oqeirbat,C3317,Rasm Elabed,,,34.97834128,37.42529134,Yes,6,25,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,6,25,2018,Syria,SY05,Hama,SY0503,As-Salamiyeh,SY050300,As-Salamiyeh,�������
